FFP_DATE,LOAD_TIME,FLIGHT_COUNT,SEG_KM_SUM,LAST_TO_END,avg_discount
2010/3/11,2014/3/31,31,30222,35,0.800121104
2008/8/26,2014/3/31,33,32913,5,0.734692675
2008/12/4,2014/3/31,11,28561,105,0.846595007
2008/8/12,2014/3/31,33,42128,7,0.573952241
2012/11/7,2014/3/31,20,36753,58,0.657880717
2008/4/8,2014/3/31,20,31700,36,0.762629022
2007/2/27,2014/3/31,21,33463,49,0.722176434
2012/3/21,2014/3/31,16,35551,16,0.679739529
2012/7/17,2014/3/31,20,31365,26,0.770325522
2006/9/20,2014/3/31,35,34931,23,0.691620051
2010/11/17,2014/3/31,25,39315,228,0.614423248
2007/8/1,2014/3/31,18,28012,2,0.862306511
2005/5/21,2014/3/31,19,36435,90,0.662854398
2009/7/24,2014/3/31,39,42549,18,0.567598768
2011/3/28,2014/3/31,23,37254,63,0.648265421
2007/8/5,2014/3/31,30,36700,132,0.657777384
2007/6/25,2014/3/31,19,39349,10,0.613412031
2011/9/9,2014/3/31,19,40139,314,0.60132664
2007/2/12,2014/3/31,22,33662,20,0.716978195
2007/8/31,2014/3/31,18,23219,34,1.039446574
2010/2/23,2014/3/31,28,42979,10,0.56147258
2008/9/7,2014/3/31,31,37035,2,0.651494532
2010/6/4,2014/3/31,29,37735,13,0.639317345
2012/1/4,2014/3/31,34,34100,10,0.707240469
2012/3/12,2014/3/31,17,30358,61,0.794396864
2011/1/4,2014/3/31,31,32290,84,0.746824094
2007/9/8,2014/3/31,13,21754,37,1.108507861
2012/8/14,2014/3/31,15,34479,6,0.699375562
2011/9/27,2014/3/31,26,28952,68,0.832804988
2011/12/6,2014/3/31,22,30680,17,0.785866688
2012/6/13,2014/3/31,28,34915,79,0.690472003
2008/9/4,2014/3/31,25,30266,219,0.796511597
2010/5/31,2014/3/31,37,31136,7,0.774151786
2011/2/19,2014/3/31,20,39341,2,0.612641519
2012/12/7,2014/3/31,24,28466,36,0.846691843
2005/10/27,2014/3/31,13,25085,18,0.960782938
2012/7/9,2014/3/31,26,37644,9,0.640220221
2006/12/5,2014/3/31,26,30529,249,0.789350454
2010/9/7,2014/3/31,23,35591,120,0.677014695
2007/10/29,2014/3/31,4,36932,49,0.652380862
2011/9/1,2014/3/31,22,35332,74,0.68181988
2007/10/27,2014/3/31,11,28423,156,0.847531225
2010/10/25,2014/3/31,29,35762,6,0.673563839
2005/9/26,2014/3/31,23,36547,33,0.65896982
2007/9/17,2014/3/31,28,45462,2,0.529699969
2008/6/18,2014/3/31,19,32951,41,0.730806652
2006/6/19,2014/3/31,26,38328,80,0.628275673
2009/8/12,2014/3/31,28,33701,4,0.714508175
2011/2/7,2014/3/31,16,36003,45,0.668735661
2006/6/4,2014/3/31,22,33479,260,0.719000568
2011/6/12,2014/3/31,13,29040,34,0.828759986
2011/12/6,2014/3/31,17,37119,20,0.648317304
2013/3/29,2014/3/31,14,31615,46,0.761180136
2013/3/9,2014/3/31,4,30367,67,0.792456614
2010/3/17,2014/3/31,26,32920,14,0.730952612
2010/1/20,2014/3/31,30,39104,139,0.615318126
2009/12/13,2014/3/31,47,46478,6,0.517667499
2010/12/13,2014/3/31,38,35385,25,0.679896566
2006/5/12,2014/3/31,23,36846,7,0.652816045
2009/4/10,2014/3/31,19,33573,129,0.716405743
2008/10/6,2014/3/31,7,18501,341,1.3
2011/4/6,2014/3/31,8,38544,517,0.623993358
2012/1/20,2014/3/31,29,35657,30,0.674505427
2009/7/13,2014/3/31,33,35494,1,0.677555925
2012/1/5,2014/3/31,17,30461,26,0.789499688
2009/7/16,2014/3/31,30,27380,81,0.878285975
2011/11/25,2014/3/31,22,26064,161,0.922578653
2012/4/18,2014/3/31,27,37398,12,0.642973688
2011/4/13,2014/3/31,27,32894,51,0.731005351
2010/11/21,2014/3/31,20,33703,16,0.713437973
2009/11/22,2014/3/31,18,28939,5,0.830884965
2011/4/10,2014/3/31,15,22432,12,1.071835325
2006/3/27,2014/3/31,21,40419,11,0.594834607
2005/6/28,2014/3/31,19,45873,23,0.524097835
2006/5/8,2014/3/31,19,42482,90,0.565839414
2013/3/27,2014/3/31,23,37050,19,0.648726856
2006/5/1,2014/3/31,36,25059,69,0.959104513
2007/11/1,2014/3/31,24,30050,48,0.799802662
2005/4/17,2014/3/31,31,39418,3,0.609631894
2006/2/14,2014/3/31,46,34238,3,0.701852036
2011/10/30,2014/3/31,25,37919,23,0.633603998
2012/11/17,2014/3/31,29,29948,27,0.802183785
2010/11/29,2014/3/31,29,25336,13,0.948135065
2007/9/24,2014/3/31,13,36154,38,0.664283067
2007/10/24,2014/3/31,22,35282,77,0.680578765
2011/2/28,2014/3/31,32,29756,32,0.806871555
2008/5/12,2014/3/31,17,29495,23,0.81391863
2011/6/8,2014/3/31,21,38343,47,0.625983361
2009/9/13,2014/3/31,21,34487,23,0.695885696
2009/12/10,2014/3/31,24,47208,8,0.508333333
2007/3/26,2014/3/31,19,27068,152,0.886522093
2008/12/17,2014/3/31,46,31690,15,0.757202272
2006/9/17,2014/3/31,37,33286,25,0.720841795
2008/2/24,2014/3/31,30,31087,75,0.771775984
2010/10/27,2014/3/31,22,18175,44,1.320062724
2011/4/19,2014/3/31,21,32351,7,0.74132237
2011/4/22,2014/3/31,30,29220,39,0.820696099
2006/3/28,2014/3/31,19,33260,16,0.720974444
2008/6/27,2014/3/31,23,31200,2,0.768522756
2007/6/27,2014/3/31,4,48928,6,0.49
2005/3/19,2014/3/31,26,37713,3,0.635635722
2009/12/28,2014/3/31,21,39683,69,0.603924098
2007/8/5,2014/3/31,27,34954,12,0.685629685
2009/11/24,2014/3/31,28,40723,32,0.588455909
2007/3/25,2014/3/31,16,26733,33,0.896315789
2012/11/24,2014/3/31,27,24772,38,0.967201276
2005/2/12,2014/3/31,18,38622,2,0.620340738
2012/5/2,2014/3/31,14,28623,44,0.836983195
2011/11/16,2014/3/31,16,33937,1,0.705880013
2010/12/28,2014/3/31,29,32695,30,0.732662487
2007/4/19,2014/3/31,24,27232,5,0.879538778
2011/8/1,2014/3/31,67,39086,9,0.612781559
2008/1/18,2014/3/31,25,31574,99,0.758506999
2008/9/7,2014/3/31,31,42270,15,0.566495623
2009/7/27,2014/3/31,22,33372,103,0.717529666
2006/5/20,2014/3/31,25,30030,12,0.797286713
2011/1/24,2014/3/31,19,32265,6,0.742054238
2011/1/25,2014/3/31,33,32739,26,0.731259354
2013/2/16,2014/3/31,9,32961,6,0.726233427
2007/12/5,2014/3/31,4,30398,81,0.787392921
2010/6/30,2014/3/31,22,32840,170,0.728799939
2009/8/8,2014/3/31,24,31682,37,0.75533489
2008/5/11,2014/3/31,8,33346,186,0.717405386
2009/8/25,2014/3/31,17,30885,35,0.77452485
2011/1/18,2014/3/31,13,16275,55,1.468999078
2009/9/7,2014/3/31,20,28351,112,0.843266551
2009/1/18,2014/3/31,23,31808,1,0.75158545
2013/1/15,2014/3/31,22,38330,7,0.623613097
2007/6/9,2014/3/31,21,41041,143,0.582386394
2011/2/24,2014/3/31,31,30009,8,0.796478723
2008/12/7,2014/3/31,26,36046,89,0.662993952
2010/10/21,2014/3/31,23,32982,63,0.724390273
2005/6/14,2014/3/31,21,31361,13,0.76182424
2012/9/2,2014/3/31,16,18604,72,1.284196947
2009/1/16,2014/3/31,25,30135,7,0.792728721
2010/6/4,2014/3/31,32,34543,60,0.691397389
2008/9/14,2014/3/31,25,40259,32,0.593099928
2010/4/1,2014/3/31,22,34767,2,0.686774528
2010/7/25,2014/3/31,18,43318,42,0.551123321
2007/12/10,2014/3/31,24,41743,7,0.571896366
2010/5/31,2014/3/31,21,44941,79,0.531194232
2010/8/9,2014/3/31,18,29872,16,0.799137319
2010/4/16,2014/3/31,21,29397,267,0.811862435
2011/11/13,2014/3/31,14,19600,347,1.217244898
2008/4/22,2014/3/31,25,33811,59,0.705586939
2005/10/11,2014/3/31,36,30086,2,0.792942897
2005/9/9,2014/3/31,27,38106,48,0.625963628
2010/10/14,2014/3/31,16,27360,72,0.871800073
2006/2/13,2014/3/31,3,36696,324,0.65
2012/9/24,2014/3/31,3,36696,168,0.65
2012/7/17,2014/3/31,3,36696,90,0.65
2011/5/19,2014/3/31,26,30292,18,0.787358048
2012/5/18,2014/3/31,19,37733,31,0.632062916
2007/1/8,2014/3/31,18,17569,18,1.357476806
2008/3/16,2014/3/31,29,39156,27,0.609038206
2007/12/3,2014/3/31,22,35418,72,0.673301993
2011/4/17,2014/3/31,10,28220,164,0.845
2010/2/11,2014/3/31,20,27346,58,0.871996636
2005/5/19,2014/3/31,19,32223,55,0.740006207
2011/6/30,2014/3/31,27,31975,2,0.745743237
2010/9/12,2014/3/31,31,35307,13,0.675303481
2011/8/26,2014/3/31,19,34274,3,0.695645679
2008/4/14,2014/3/31,20,33918,3,0.702891385
2012/5/6,2014/3/31,24,39301,40,0.606599578
2013/2/27,2014/3/31,27,29913,8,0.796836492
2011/5/24,2014/3/31,15,33173,176,0.718476773
2013/1/21,2014/3/31,17,36456,4,0.653758503
2010/3/4,2014/3/31,21,39423,20,0.604516399
2006/8/17,2014/3/31,18,28184,64,0.845495316
2012/3/6,2014/3/31,16,35255,11,0.675901858
2008/1/21,2014/3/31,5,42436,33,0.561512159
2010/3/22,2014/3/31,28,38121,13,0.625054432
2012/12/15,2014/3/31,11,19160,56,1.243588727
2010/9/10,2014/3/31,24,32405,11,0.73521185
2009/3/6,2014/3/31,24,31507,65,0.756010728
2012/4/29,2014/3/31,3,30408,574,0.783333333
2011/12/13,2014/3/31,29,37415,94,0.636597087
2009/6/1,2014/3/31,23,48173,4,0.494408694
2005/11/5,2014/3/31,32,28725,2,0.829108442
2008/11/21,2014/3/31,20,35385,117,0.672953229
2006/5/8,2014/3/31,23,33944,136,0.701426762
2008/12/10,2014/3/31,24,36181,4,0.657982366
2009/8/4,2014/3/31,22,31105,85,0.765310079
2005/12/24,2014/3/31,8,33484,124,0.710929399
2012/4/26,2014/3/31,27,35444,11,0.671612685
2010/3/25,2014/3/31,22,35216,30,0.675905838
2007/8/24,2014/3/31,31,30450,21,0.781628571
2009/1/6,2014/3/31,36,31377,72,0.758523759
2007/5/18,2014/3/31,22,29801,29,0.798474883
2009/4/21,2014/3/31,24,24424,17,0.974229446
2006/10/1,2014/3/31,12,17400,6,1.367486207
2009/3/3,2014/3/31,21,34837,11,0.682992795
2007/6/17,2014/3/31,22,40139,11,0.592774359
2007/3/13,2014/3/31,25,34622,6,0.687155277
2010/9/5,2014/3/31,28,34460,2,0.690289321
2011/12/16,2014/3/31,34,36549,26,0.650805768
2006/11/6,2014/3/31,19,33110,21,0.718300513
2005/3/26,2014/3/31,19,34619,138,0.686972761
2007/5/26,2014/3/31,21,26316,60,0.903621371
2012/5/7,2014/3/31,27,44923,17,0.529220889
2005/9/9,2014/3/31,18,30096,151,0.789921917
2012/7/13,2014/3/31,11,28397,384,0.837121879
2007/8/13,2014/3/31,30,42372,76,0.560963844
2011/12/1,2014/3/31,16,33341,33,0.712830149
2009/10/1,2014/3/31,26,37988,73,0.625628356
2005/4/6,2014/3/31,31,34703,109,0.684731579
2011/8/1,2014/3/31,13,32748,8,0.725607976
2006/7/27,2014/3/31,20,29149,14,0.815178222
2011/3/6,2014/3/31,31,37241,4,0.637868478
2010/7/20,2014/3/31,19,39146,1,0.606821642
2006/10/25,2014/3/31,17,22236,43,1.068235294
2011/11/29,2014/3/31,34,29651,24,0.801012782
2008/12/9,2014/3/31,19,37320,29,0.636403537
2009/4/2,2014/3/31,23,35364,102,0.671587773
2010/5/19,2014/3/31,22,28546,157,0.831958593
2012/6/13,2014/3/31,24,32053,8,0.740915671
2011/10/25,2014/3/31,22,29247,175,0.811989264
2011/12/30,2014/3/31,30,45821,103,0.51825604
2010/5/24,2014/3/31,38,37915,3,0.626255835
2005/12/17,2014/3/31,30,29531,5,0.8040256
2011/5/29,2014/3/31,33,33694,172,0.704685701
2012/12/23,2014/3/31,18,34720,64,0.683824309
2010/4/5,2014/3/31,26,32164,29,0.73783267
2011/10/17,2014/3/31,11,31710,7,0.748389467
2012/2/28,2014/3/31,25,33932,172,0.699374042
2010/6/11,2014/3/31,24,30018,7,0.79056033
2006/3/28,2014/3/31,41,25858,76,0.917686983
2012/6/29,2014/3/31,20,27650,7,0.858181555
2012/5/24,2014/3/31,4,30420,93,0.780010519
2006/9/10,2014/3/31,40,31223,15,0.759901355
2011/3/9,2014/3/31,19,31698,17,0.748312512
2013/1/13,2014/3/31,16,32739,13,0.724484254
2010/7/9,2014/3/31,32,35776,158,0.662967073
2007/6/1,2014/3/31,24,29857,193,0.794385571
2011/11/27,2014/3/31,18,31311,61,0.757487464
2009/6/9,2014/3/31,21,31449,28,0.754136221
2012/8/12,2014/3/31,17,22554,19,1.051507493
2011/12/22,2014/3/31,20,36686,4,0.646421251
2012/4/23,2014/3/31,31,32476,31,0.730115778
2006/12/29,2014/3/31,33,44292,19,0.535320825
2012/6/9,2014/3/31,16,33161,35,0.714654866
2010/12/12,2014/3/31,18,31565,69,0.750736575
2010/11/21,2014/3/31,44,30584,12,0.77480807
2011/2/16,2014/3/31,23,37519,28,0.631517631
2008/10/2,2014/3/31,24,32581,2,0.727184862
2006/7/3,2014/3/31,32,30485,47,0.777179268
2011/10/11,2014/3/31,17,32861,28,0.720834424
2006/7/20,2014/3/31,18,25498,59,0.928964625
2006/9/25,2014/3/31,15,26026,31,0.91000269
2012/11/9,2014/3/31,18,31745,160,0.746014175
2010/6/18,2014/3/31,9,32584,14,0.726797201
2006/2/11,2014/3/31,36,35636,30,0.664462903
2007/10/14,2014/3/31,33,28800,6,0.822045139
2009/4/13,2014/3/31,16,16765,87,1.412161646
2006/12/4,2014/3/31,20,39679,121,0.596579551
2012/12/4,2014/3/31,33,38977,1,0.607320728
2005/10/20,2014/3/31,28,29826,13,0.793593174
2010/9/8,2014/3/31,22,34112,114,0.693805113
2012/9/23,2014/3/31,21,35997,12,0.657473123
2009/12/24,2014/3/31,12,23843,62,0.992527367
2011/10/2,2014/3/31,4,30336,46,0.78
2005/10/8,2014/3/31,36,34873,38,0.67849167
2010/3/14,2014/3/31,18,22096,24,1.070731807
2005/4/4,2014/3/31,23,28529,3,0.829249185
2011/12/30,2014/3/31,12,37731,124,0.627002465
2011/3/24,2014/3/31,20,29777,15,0.794372502
2011/11/2,2014/3/31,20,28966,4,0.816570462
2012/4/24,2014/3/31,15,34191,3,0.691717119
2012/9/23,2014/3/31,25,24137,13,0.979803621
2011/1/4,2014/3/31,18,27042,351,0.874441609
2012/6/15,2014/3/31,12,22803,4,1.036792089
2012/6/23,2014/3/31,33,25816,21,0.91575767
2012/9/25,2014/3/31,26,33491,73,0.705786032
2007/9/12,2014/3/31,21,30301,10,0.780079535
2012/4/26,2014/3/31,24,18086,7,1.306791441
2010/4/27,2014/3/31,26,25370,195,0.931540402
2007/5/27,2014/3/31,28,35936,60,0.657588212
2008/5/15,2014/3/31,17,27998,111,0.843968141
2007/7/26,2014/3/31,30,32274,95,0.732113776
2009/8/19,2014/3/31,22,32874,287,0.718747034
2011/10/12,2014/3/31,35,32922,10,0.717673592
2011/9/6,2014/3/31,28,30195,122,0.782287796
2012/6/4,2014/3/31,21,30540,46,0.773406025
2010/2/12,2014/3/31,17,30202,86,0.781927025
2009/9/7,2014/3/31,26,33855,35,0.697546891
2008/9/29,2014/3/31,38,55088,4,0.428641083
2008/1/4,2014/3/31,13,18231,39,1.295207065
2011/2/25,2014/3/31,26,30931,12,0.763398532
2007/6/26,2014/3/31,25,35444,18,0.666196818
2011/12/22,2014/3/31,9,33523,192,0.704346866
2009/6/1,2014/3/31,24,36556,27,0.645839807
2012/7/19,2014/3/31,31,38996,55,0.605412094
2007/5/31,2014/3/31,36,49228,5,0.479576664
2007/3/14,2014/3/31,22,26116,109,0.903892633
2012/4/8,2014/3/31,24,26773,434,0.881546708
2010/10/27,2014/3/31,5,30562,308,0.77218114
2011/4/15,2014/3/31,21,30233,9,0.780476631
2008/4/25,2014/3/31,12,36989,128,0.637864771
2012/9/18,2014/3/31,20,38631,2,0.610730243
2011/2/27,2014/3/31,28,36948,51,0.638529826
2012/1/9,2014/3/31,12,43935,210,0.536977581
2013/3/11,2014/3/31,17,32981,53,0.715248173
2008/11/6,2014/3/31,31,31248,6,0.754812148
2012/1/2,2014/3/31,27,29149,18,0.809094652
2011/7/6,2014/3/31,14,29479,147,0.799895858
2006/12/1,2014/3/31,36,34904,5,0.675473871
2012/2/26,2014/3/31,24,35361,211,0.666740477
2012/4/9,2014/3/31,38,35785,34,0.658784686
2012/8/11,2014/3/31,14,30832,47,0.764590036
2008/4/12,2014/3/31,29,25758,12,0.915119186
2009/10/18,2014/3/31,21,34924,56,0.674860554
2007/5/6,2014/3/31,24,35662,33,0.660873198
2008/1/16,2014/3/31,28,27870,3,0.845640474
2012/6/13,2014/3/31,36,30776,36,0.765768131
2008/4/22,2014/3/31,26,33184,11,0.710176892
2012/3/1,2014/3/31,30,27159,2,0.867674804
2009/3/9,2014/3/31,21,33290,31,0.707829378
2010/1/14,2014/3/31,25,35852,19,0.657224702
2010/4/12,2014/3/31,25,37404,5,0.629953748
2010/2/23,2014/3/31,16,43437,25,0.542441007
2008/10/15,2014/3/31,22,29700,61,0.793293266
2008/1/19,2014/3/31,8,35610,311,0.661613311
2006/3/25,2014/3/31,20,40632,27,0.579823292
2011/4/29,2014/3/31,20,41324,98,0.570089052
2012/9/19,2014/3/31,24,40072,128,0.587897285
2008/5/20,2014/3/31,29,36309,137,0.648815996
2011/7/5,2014/3/31,19,31916,17,0.738078393
2010/11/29,2014/3/31,18,28187,13,0.835705112
2011/12/10,2014/3/31,19,31226,73,0.754332607
2007/2/26,2014/3/31,35,36059,66,0.653195319
2008/2/10,2014/3/31,14,41862,53,0.562616693
2006/4/4,2014/3/31,18,30171,17,0.780563124
2010/11/14,2014/3/31,22,39856,277,0.590875903
2011/9/23,2014/3/31,28,28687,367,0.82091714
2008/10/23,2014/3/31,23,30090,58,0.782434696
2011/7/19,2014/3/31,22,31954,136,0.736584465
2006/5/20,2014/3/31,29,24154,140,0.974156661
2010/9/26,2014/3/31,18,33025,8,0.712327933
2013/3/7,2014/3/31,32,37654,7,0.62474664
2009/8/11,2014/3/31,25,27349,326,0.860133826
2011/7/8,2014/3/31,14,33547,109,0.701205175
2012/3/25,2014/3/31,19,24824,76,0.947598695
2011/4/28,2014/3/31,23,29628,67,0.793894627
2010/11/28,2014/3/31,21,32285,76,0.728531516
2011/6/24,2014/3/31,4,40376,101,0.5825
2009/7/25,2014/3/31,21,36539,30,0.643644325
2010/3/23,2014/3/31,19,22100,134,1.064033032
2009/7/27,2014/3/31,34,34454,22,0.682505369
2007/1/10,2014/3/31,24,32382,75,0.726168242
2007/6/15,2014/3/31,21,27772,73,0.846689111
2013/1/6,2014/3/31,15,33824,44,0.695075982
2006/1/1,2014/3/31,45,29908,5,0.786001739
2009/11/12,2014/3/31,14,17180,289,1.36824447
2010/3/18,2014/3/31,24,32878,26,0.714910274
2008/9/25,2014/3/31,24,40208,11,0.584512784
2009/12/28,2014/3/31,4,30420,43,0.772506903
2006/4/26,2014/3/31,18,26439,144,0.888723855
2010/11/1,2014/3/31,15,33964,115,0.691805147
2008/8/16,2014/3/31,23,41037,20,0.572534542
2011/11/17,2014/3/31,23,31190,50,0.753259378
2012/4/18,2014/3/31,26,24846,8,0.945460436
2008/6/15,2014/3/31,13,36309,19,0.646923077
2013/2/28,2014/3/31,19,25651,7,0.915703091
2012/8/15,2014/3/31,11,33763,51,0.695686106
2012/8/6,2014/3/31,16,17050,68,1.377615249
2011/10/8,2014/3/31,24,36827,18,0.637791566
2008/8/19,2014/3/31,22,35470,85,0.66214181
2006/11/11,2014/3/31,28,34099,26,0.688743951
2011/4/25,2014/3/31,41,30599,19,0.767278996
2006/8/23,2014/3/31,21,35027,4,0.670235818
2011/7/17,2014/3/31,20,21580,11,1.087861909
2009/9/7,2014/3/31,47,31776,2,0.738785876
2008/7/9,2014/3/31,21,26258,81,0.894036865
2004/12/2,2014/3/31,21,32031,61,0.732893135
2009/7/16,2014/3/31,17,27324,119,0.859051383
2009/7/11,2014/3/31,29,45373,4,0.517233817
2012/9/19,2014/3/31,21,31379,149,0.747851429
2007/11/5,2014/3/31,25,31898,49,0.735640166
2006/11/27,2014/3/31,36,28313,131,0.828772295
2012/9/23,2014/3/31,30,38685,61,0.606526044
2012/1/2,2014/3/31,22,35612,12,0.658732169
2012/7/27,2014/3/31,21,25473,9,0.92085149
2008/12/30,2014/3/31,19,32076,48,0.731277902
2010/2/15,2014/3/31,15,29165,43,0.804166295
2007/11/20,2014/3/31,26,30447,100,0.770299865
2009/7/17,2014/3/31,18,41517,5,0.564860178
2012/4/15,2014/3/31,23,28029,162,0.836588533
2011/10/12,2014/3/31,20,26352,13,0.889802672
2010/7/9,2014/3/31,24,25074,81,0.935140384
2005/9/23,2014/3/31,22,30138,45,0.77799124
2010/7/19,2014/3/31,14,34569,3,0.678225578
2013/1/6,2014/3/31,19,27408,31,0.855399518
2009/6/12,2014/3/31,19,37415,10,0.626458907
2008/4/19,2014/3/31,14,25663,62,0.913295796
2012/8/31,2014/3/31,12,30614,108,0.765591886
2011/12/17,2014/3/31,9,28685,23,0.817028063
2011/7/1,2014/3/31,38,31229,2,0.750459829
2010/1/1,2014/3/31,10,17693,70,1.324396089
2009/5/23,2014/3/31,23,36540,12,0.641157635
2006/11/20,2014/3/31,37,31411,10,0.745806246
2009/2/12,2014/3/31,18,39480,93,0.593349544
2012/3/21,2014/3/31,22,32365,205,0.723746022
2006/3/31,2014/3/31,17,39764,70,0.589048385
2010/11/29,2014/3/31,28,32984,75,0.710049115
2008/5/13,2014/3/31,66,45640,1,0.513136722
2007/6/6,2014/3/31,26,31569,60,0.741851183
2012/7/17,2014/3/31,30,26758,7,0.875084087
2007/1/25,2014/3/31,18,30008,59,0.780118635
2012/4/25,2014/3/31,17,17427,29,1.343130774
2012/3/11,2014/3/31,23,25014,70,0.935704805
2006/7/6,2014/3/31,40,27247,10,0.858906302
2007/9/11,2014/3/31,17,31977,56,0.731764706
2012/3/15,2014/3/31,22,38654,12,0.605337869
2012/7/14,2014/3/31,14,16624,112,1.407146295
2008/2/22,2014/3/31,29,37682,93,0.620676185
2011/9/29,2014/3/31,24,33651,63,0.694950522
2009/1/30,2014/3/31,17,29915,73,0.781733244
2005/3/26,2014/3/31,21,38707,128,0.604167463
2009/9/17,2014/3/31,12,29228,27,0.800056795
2012/6/27,2014/3/31,22,36789,65,0.635617984
2010/11/11,2014/3/31,14,31724,309,0.737083911
2010/5/18,2014/3/31,4,30367,1,0.769979583
2006/12/28,2014/3/31,24,33093,5,0.706376273
2012/1/15,2014/3/31,8,35236,153,0.663415257
2010/11/17,2014/3/31,32,29852,11,0.783010519
2006/1/2,2014/3/31,18,36534,19,0.639682214
2006/3/29,2014/3/31,16,38848,198,0.601552976
2011/5/27,2014/3/31,24,30909,277,0.756055518
2008/5/7,2014/3/31,12,16312,175,1.432531265
2010/8/12,2014/3/31,23,28088,86,0.831918613
2009/3/2,2014/3/31,30,32146,32,0.726844397
2008/4/8,2014/3/31,14,30188,62,0.773961839
2006/11/3,2014/3/31,14,35072,1,0.665937215
2010/12/13,2014/3/31,24,35859,16,0.651291168
2007/2/26,2014/3/31,18,27466,76,0.85029491
2012/10/30,2014/3/31,14,30263,43,0.771566269
2012/4/17,2014/3/31,27,28908,29,0.807723813
2008/4/1,2014/3/31,27,31222,13,0.747830056
2010/4/7,2014/3/31,25,36599,100,0.637923987
2008/10/8,2014/3/31,29,39143,40,0.596319138
2011/9/8,2014/3/31,24,28679,63,0.81388054
2012/1/27,2014/3/31,31,29837,4,0.782289439
2011/11/16,2014/3/31,19,19691,84,1.185256208
2010/10/10,2014/3/31,21,36806,58,0.633953432
2005/1/25,2014/3/31,17,32579,12,0.716169618
2012/7/6,2014/3/31,21,31925,85,0.730823179
2009/3/20,2014/3/31,10,35350,132,0.66
2009/1/9,2014/3/31,10,35350,132,0.66
2005/5/5,2014/3/31,12,30290,8,0.770247606
2007/3/16,2014/3/31,19,40185,79,0.580531044
2013/1/10,2014/3/31,16,30418,37,0.766788744
2011/4/26,2014/3/31,14,38308,115,0.608845933
2009/3/3,2014/3/31,31,29265,10,0.796966684
2010/2/28,2014/3/31,19,32751,58,0.712079936
2008/6/29,2014/3/31,19,33586,2,0.694314595
2011/4/27,2014/3/31,22,36554,196,0.63791596
2004/12/18,2014/3/31,25,35455,40,0.657548442
2007/5/13,2014/3/31,29,32992,4,0.706519762
2010/2/17,2014/3/31,17,29817,75,0.781695677
2013/1/5,2014/3/31,16,26253,4,0.887761018
2012/9/11,2014/3/31,26,35108,5,0.663644184
2011/8/22,2014/3/31,20,30928,30,0.753246896
2011/4/12,2014/3/31,21,32743,40,0.711489479
2009/5/31,2014/3/31,11,24833,34,0.937914066
2008/4/12,2014/3/31,24,24480,127,0.951436275
2005/3/22,2014/3/31,20,24000,115,0.970401667
2011/6/6,2014/3/31,32,26051,20,0.893850524
2009/8/16,2014/3/31,29,39073,15,0.595891536
2009/12/6,2014/3/31,21,29630,14,0.785763415
2007/4/7,2014/3/31,25,35386,5,0.657923755
2011/9/22,2014/3/31,25,33697,70,0.690884945
2010/12/24,2014/3/31,25,39574,2,0.588264012
2008/12/6,2014/3/31,20,27685,8,0.840638613
2010/11/5,2014/3/31,25,35008,67,0.664759769
2006/8/28,2014/3/31,24,31539,190,0.737847427
2012/4/25,2014/3/31,22,27599,12,0.843142143
2007/10/19,2014/3/31,4,22846,178,1.018510899
2008/3/25,2014/3/31,24,34388,1,0.676615971
2005/9/9,2014/3/31,24,28272,80,0.822965478
2006/7/5,2014/3/31,32,36181,23,0.642904287
2009/6/25,2014/3/31,25,29930,61,0.777173405
2011/10/14,2014/3/31,19,29337,179,0.792826124
2010/4/19,2014/3/31,22,33100,11,0.702641994
2006/11/29,2014/3/31,30,30092,35,0.772588063
2007/9/5,2014/3/31,17,36262,73,0.641000221
2006/5/11,2014/3/31,11,28825,199,0.806370512
2009/10/15,2014/3/31,21,27385,73,0.848732518
2012/3/5,2014/3/31,3,36696,360,0.633333333
2009/2/16,2014/3/31,35,27802,7,0.835878354
2012/11/18,2014/3/31,29,28101,103,0.826949575
2012/8/22,2014/3/31,24,32150,4,0.722797512
2004/11/27,2014/3/31,16,25904,2,0.897050263
2012/6/15,2014/3/31,14,19654,59,1.182303857
2012/10/16,2014/3/31,24,34156,5,0.680281063
2010/4/29,2014/3/31,23,31214,109,0.74434933
2008/6/21,2014/3/31,30,32919,90,0.705735593
2008/5/15,2014/3/31,11,29073,110,0.799090909
2012/7/23,2014/3/31,20,29400,3,0.7902
2010/5/4,2014/3/31,35,31361,107,0.74077134
2007/7/27,2014/3/31,34,26023,4,0.892669562
2008/9/1,2014/3/31,32,31891,8,0.728396726
2009/9/8,2014/3/31,31,35504,15,0.654236424
2011/10/8,2014/3/31,25,31597,7,0.735070418
2011/8/21,2014/3/31,27,36575,16,0.635020916
2006/6/28,2014/3/31,22,36806,7,0.63087051
2012/8/6,2014/3/31,13,31753,44,0.731216578
2007/10/1,2014/3/31,17,21980,16,1.056071884
2011/3/30,2014/3/31,23,27265,72,0.851342747
2007/7/8,2014/3/31,18,44426,37,0.522476703
2009/10/21,2014/3/31,12,15632,139,1.484794652
2009/6/15,2014/3/31,19,34511,103,0.67253919
2010/11/8,2014/3/31,27,31527,74,0.736178196
2013/1/12,2014/3/31,30,34209,31,0.678448362
2010/4/12,2014/3/31,29,31571,24,0.735129391
2010/9/1,2014/3/31,16,37333,434,0.621564032
2008/6/13,2014/3/31,20,36564,139,0.634634887
2011/4/1,2014/3/31,22,30625,8,0.757682286
